0,4,79.8888888889,0,2.0,8813.34523571,1.0,2161.4034492,0,0
5.6,1,78.5,323376,1.0,6493.78333333,1.0,1171.30169548,9704,80.6730555556
6.6,0,80.0,0,0.0,3299.0,1.0,157.40126817,32433,16.2
0,0,0,0,0.0,1011.0,0.0,1.64489961451,0,0
0,1,61.75,0,0.625,16425.1296222,0.0,44.7054743193,0,0
6.0,33,76.0,5059699,3.8,15237.8143,1.0,2036.03400492,23044,114.596190476
0,27,70.8,0,2.0,31762.5039917,1.0,517.58330818,0,0
0,2,57.5,0,0.2,9192.83335,1.0,431.892940141,0,0
5.2,17,73.3,4883163,1.75,21590.342175,0.999999999999,69.4572894248,25734,77.1211111111
6.5,38,62.2142857143,12371376,4.6,86393.1168722,1.0,1230.62693341,21297,71.8946031746
0,2,74.0,0,0.285714285714,4148.401775,1.0,-24.3893957936,0,0
0,3,68.0,0,0.375,19685.55,0.0,696.8206056,0,0
0,6,75.0,0,0.6,11540.2605889,0.0,454.701185235,0,0
5.5,15,72.5833333333,1594233,2.09090909091,20306.8165571,1.0,778.176129592,30739,71.0266666667
7.2,11,71.5555555556,10470961,2.8,16400.80712,1.0,2684.68307021,51037,58.5663888889
5.9,0,0,5073,2.875,6759.71768571,1.0,1379.39656451,86242,81.8475
5.5,17,74.2222222222,7124715,2.0,31208.8210778,0.999999999999,2779.47043365,125525,48.9488888889
6.0,82,67.8888888889,2784550,3.375,82354.4438417,1.0,2535.27724143,43931,60.3417857143
5.3,0,61.8571428571,10490023,0.75,32301.9238143,1.0,338.909458005,161817,44.9045634921
5.1,32,79.0909090909,4922990,2.0,9375.16436364,1.0,920.844205348,21407,71.4378968254
6.1,1,73.8571428571,2658682,1.8,5944.96666364,0.999999999999,1151.93804962,28204,68.569484127
6.0,20,83.1666666667,3675437,1.6,6004.96347857,1.0,468.410945608,35596,44.3994047619
0,3,71.8333333333,0,2.2,7806.84827778,0.0,-465.749928468,0,0
6.9,0,70.5,41960,0.125,2798.2037,1.0,471.796480606,23326,0
5.7,13,77.25,4986308,2.6,19867.5910556,0.999999999999,-468.495315688,22057,52.5012301587
5.7,15,80.5,1763220,0.8,2837.6234375,1.0,-349.291382679,12317,43.4444444444
0,39,79.9166666667,0,1.4,13002.6380059,0.999999999999,677.09484017,0,0
5.8,27,75.6666666667,18436190,2.625,32893.9008917,1.0,354.741931919,359072,28.1475
5.8,0,68.6666666667,1108303,1.0,10199.0083375,1.0,577.333427077,254603,52.3961904762
0,1,79.0,0,0.0,1130.0,0.0,252.247528654,0,0
5.7,3,83.3333333333,141904,1.0,16087.211125,1.0,1301.31179498,35913,27.9088888889
6.3,65,78.875,492138,3.5,9873.37213333,0.999999999999,888.695722533,4816,113.358214286
0,5,64.8571428571,0,1.4,19827.632575,1.0,2345.44559542,0,0
0,16,79.8333333333,0,2.2,5699.01438333,0.0,443.618012241,0,0
0,0,55.0,0,0.6,1036.5375,0.0,-35.3576313615,0,0
5.8,1,69.0,1056610,0.818181818181,16894.333325,1.0,121.646848956,14222,43.64
5.8,6,71.6666666667,12849386,0.875,18604.6882167,1.0,2782.01379322,339240,38.9863888889
0,0,73.0,0,0.2,7940.875,0.0,312.485916598,0,0
5.8,30,76.5,3547369,2.25,17861.2217615,0.0,1341.35201457,20006,0
7.5,21,69.9166666667,5213253,2.625,20689.4718833,0.0,3697.56379344,8410,131.204365079
5.8,0,0,2277,1.875,3893.05455833,0.0,212.00844496,4316,62.9514285714
0,26,83.5,0,0.0,21058.3076923,0.0,20.7272018707,0,0
6.6,0,69.1428571429,11558937,0.875,30617.1714333,1.0,2324.43344208,25391,55.8022222222
5.2,21,71.0,482216,0.5,22492.2810444,1.0,57.6062353983,42825,32.3983333333
7.3,16,76.0833333333,2276009,2.75,183832.958267,1.0,1107.44874592,70578,86.8394444444
7.6,58,83.0,14817539,0.0,53760.75,1.0,315.323938948,240510,16.2319444444
0,0,0,0,0.0,836.583333333,0.0,-33.7503536046,0,0
0,27,77.875,0,2.4,14564.4229636,1.0,1527.14678481,0,0
6.5,27,74.6666666667,2398990,3.0,26943.8902308,1.0,3431.86071494,15832,99.2078174603
0,5,83.5,0,0.4,6315.23636,0.0,-4.77149910399,0,0
6.2,3,72.0,12129,0.375,2235.20371111,0.999999999999,646.263510611,16132,56.5067460317
7.7,3,63.0,74,0.875,8691.371825,0.0,-3.1743043912,36447,29.0986111111
0,3,67.5,0,0.6,23820.44445,0.0,232.775962972,0,0
0,6,69.1666666667,0,4.5,17621.0052125,1.0,582.606769023,0,0
8.6,0,0,0,0.0,17040.0,1.0,42.3231462913,0,0
6.4,0,0,4528555,0,0,0,3388.29414841,32116,62.5061111111
7.0,156,82.3157894737,2588836,1.875,14229.1913727,1.0,3316.77406679,49790,122.553571429
0,0,77.3333333333,0,0.4,7602.2548,0.0,12.5866276874,0,0
5.6,33,75.5555555556,24766864,3.0,18492.56809,1.0,838.311015951,96066,55.2617857143
0,0,67.0,0,0.0,638.25,0.0,15.4809831859,0,0
6.7,68,77.5,3074667,1.36363636364,10267.7719917,1.0,1308.18976776,10567,89.5174603175
0,39,75.5882352941,0,2.27272727273,36725.2192722,1.0,2556.40654525,0,0
0,11,78.6,0,1.6,30329.7892,0.0,956.4366038,0,0
0,58,77.0,0,0.5,48622.35,1.0,2349.44324463,0,0
6.5,31,76.2727272727,585387,2.2,9761.84411538,0.999999999999,1318.19047205,4984,78.6861904762
5.4,19,73.1666666667,2095778,1.6,17124.4351143,1.0,2739.9334696,149980,46.2109126984
0,4,84.6666666667,0,0.6,2942.57142857,0.0,-161.514239008,0,0
5.3,8,80.0,2827976,1.0,27870.8889,1.0,-220.538462076,83058,23.8633333333
0,0,77.0,0,1.4,3983.521525,0.0,60.5682514837,0,0
7.2,47,76.5,5908578,1.125,25914.07754,1.0,1716.61311644,47254,52.2236111111
0,88,79.2,0,2.2,16158.04891,1.0,1865.35361847,0,0
6.2,19,77.0,17433153,1.4,17979.2927,1.0,360.928363199,42149,34.6057142857
0,16,71.6,0,1.2,10618.5508667,0.0,-299.187981674,0,0
7.1,0,75.0,73604,0.2,14057.22225,0.0,518.486413474,20909,21.42
7.1,58,76.0526315789,4766094,7.6,13980.0793346,1.0,3382.74091186,30154,57.2958333333
0,14,79.125,0,2.2,33062.154,0.0,7849.3243846,0,0
