0,42,76.5,0,1.875,25408.7129667,1.0,792.864421518,0,0
0,21,77.5,0,1.25,17596.1986167,0.0,2977.09914305,0,0
0,4,78.0,0,2.125,24386.8520667,1.0,5039.53559968,0,0
5.7,8,67.7692307692,5230525,2.8,21138.1004632,1.0,947.006546523,13731,126.501746032
7.1,18,78.2857142857,173405,0.8,8652.78745833,1.0,542.932167056,96039,67.8633333333
5.6,5,71.0,492958,0.8,8436.56666667,1.0,1572.3959681,13742,29.5589285714
5.9,36,77.2857142857,179958,2.6,14924.68888,1.0,-273.523603605,25062,28.5592857143
4.9,1,73.8333333333,9038077,0.666666666668,21182.1146286,0.999999999999,-346.916157017,41822,60.9861111111
0,0,72.5,0,0.8,10015.43055,0.0,-0.466834290654,0,0
6.7,7,79.7272727273,399775,1.18181818182,19266.4682462,0.999999999999,5638.63957022,18931,92.7074603175
6.0,104,81.8571428571,5736693,2.0,24523.0037875,1.0,1754.49800151,52473,58.0244444444
6.6,27,71.8,11570301,2.0,61812.2931765,1.0,3389.56412732,41207,84.4282936508
0,1,75.5,0,0.8,17005.560725,0.0,-54.4943712037,0,0
7.3,0,88.0,46910,0.2,2865.83335,0.0,38.2293106432,13012,34.9930555556
0,23,76.8666666667,0,2.625,8582.98846667,0.0,375.51104809,0,0
5.8,22,74.1666666667,332699,1.2,24518.5315,1.0,2123.89057862,105109,47.1925
6.0,19,73.3333333333,8549442,0.6,23595.9481167,1.0,304.77055974,406924,41.9075
0,15,76.1428571429,0,2.6,10017.3791643,1.0,1646.75883519,0,0
0,87,77.6666666667,0,4.8,28298.5315,1.0,1083.66874731,0,0
5.5,6,76.2727272727,13347019,1.6,16834.7182583,1.0,841.254607919,29892,63.6286111111
0,10,53.8571428571,0,1.375,11535.2895571,0.0,-225.884229667,0,0
5.6,0,46.0,155,0.363636363636,9612.0625,1.0,184.939103492,843938,39.9222222222
0,4,67.625,0,1.0,88059.1758231,1.0,1684.63990018,0,0
0,2,67.5,0,0.375,35260.645825,1.0,74.9757729551,0,0
0,11,71.1578947368,0,2.75,36264.7555,1.0,1491.07473398,0,0
5.2,1,67.6666666667,10643864,3.8,25483.5446417,1.0,74.608692005,43400,60.498968254
0,5,67.7142857143,0,5.4,10872.8557421,1.0,-214.559738955,0,0
6.8,78,77.3529411765,1066737,4.75,23437.0136263,1.0,999.510728989,19279,86.5427777778
0,21,77.1111111111,0,1.625,10835.8756667,0.0,436.016625648,0,0
0,4,67.0,0,1.6,93629.88639,0.999999999999,928.524705871,0,0
0,59,77.0,0,0.4,48699.63,1.0,2508.1842477,0,0
6.0,6,68.2,2032287,0.833333333335,14227.7546,0.999999999999,13.0376551659,22129,68.2323412698
0,35,79.7,0,2.375,13033.3598923,0.0,-73.4090066185,0,0
0,21,77.5555555556,0,1.75,9916.01256,1.0,172.288238198,0,0
0,0,70.0,0,0.5,17036.3,0.0,6.96094858458,0,0
0.0,0,0,822,0.0,1570.0,0.0,49.6956649359,29272,0
0,28,81.625,0,1.75,12077.0501,0.0,-18.2346531132,0,0
0,5,71.9,0,2.75,6082.341904,0.0,461.216291094,0,0
0,2,73.0,0,1.5,8003.6788,0.0,2380.68603766,0,0
0,0,74.3333333333,0,0.0,2188.5,0.0,-31.5049526295,0,0
5.2,1,69.8333333333,2266816,1.0,8786.99495455,0.999999999999,2619.98632305,38917,56.7833333333
0,0,79.5,0,0.2,1322.875,0.0,-29.6016505459,0,0
0,3,64.8,0,1.4,94765.0720571,0.0,1355.90679077,0,0
0.0,0,0,3209,2.4,5140.2366,0.0,127.945407164,3870,44.5577777778
0,3,68.5,0,1.0,1705.75,0.0,109.773349314,0,0
0,2,74.25,0,1.375,8344.94445,0.0,-668.53123131,0,0
0,8,74.2857142857,0,1.6,15886.240175,1.0,114.589755642,0,0
0,3,67.0,0,0.5,3370.89393636,0.0,325.040764041,0,0
0,0,81.0,0,0.0,13967.0,0.0,2.89737655145,0,0
0,0,78.5,0,0.5,40437.1111,0.0,11.4246325652,0,0
0,11,82.25,0,0.875,6165.99748333,1.0,2683.36156447,0,0
0,7,73.4,0,1.6,16465.1645875,0.0,22.7777446805,0,0
0,32,72.8181818182,0,1.72727272727,19682.309,1.0,3299.44996706,0,0
0,34,71.8,0,5.0,29063.4309182,0.999999999999,1359.51402706,0,0
0,16,86.0,0,0.4,12780.970825,1.0,161.493858649,0,0
0,4,74.0,0,0.375,9403.77273,0.999999999999,863.611013477,0,0
0,12,72.2222222222,0,2.2,20202.66013,0.0,124.650227448,0,0
0,5,84.0,0,0.5,10252.6,0.0,10.2390850917,0,0
